Abhish;title$ffworkbench$framework$defaultMainframeTitle;Workbench FORCAM FORCE™
1;lbl$ffworkbench$cfgName$DNCGeneralLatestVersion;Nur neuste Version übertragbar
1;lbl$ffworkbench$cfgName$DNCGeneralReleasedElements;Nur freigegebene Elemente übertragbar
1;lbl$ffworkbench$cfgName$DNCGeneralReleasedPackets;Nur freigegebene Pakete übertragbar
1;lbl$ffworkbench$cfgName$DNCGeneralSelectedSources;Übertragbare Element-Quellen
1;lbl$ffworkbench$cfgName$DNCGeneralTransferMonitor;Übertragungsmonitor anzeigen
1;err$ffworkbench$dncInitializeError;Fehler bei der Initialisierung der Seite
1;lbl$ffworkbench$cfgName$DNCMachine;DNC-Maschinenkonfiguration
1;lbl$ffworkbench$cfgName$DNCMachineLoglevel;Loglevel der Maschine
1;lbl$ffworkbench$cfgName$DNCMachineUplTimeout;Timeout beim Upload
1;lbl$ffworkbench$cfgName$DNCMachineDwnTimeout;Timeout beim Download
1;lbl$ffworkbench$cfgName$DNCMachineActivated;Maschine Aktivieren/Deaktivieren
1;lbl$ffworkbench$cfgName$DNCMachineAutoReceive;Autoreceive-Modus Aktivieren/Deaktivieren
1;lbl$ffworkbench$cfgName$DNCMachineAutoDelete;Autodelete-Modus Aktivieren/Deaktivieren
1;lbl$ffworkbench$cfgName$DNCMachinePluginConfiguration;Plugin für Maschinenkommunkation
1;lbl$ffworkbench$cfgName$DNCMachineRequestProgramConfiguration;Konfiguration für Programme
1;lbl$ffworkbench$cfgName$DNCMachineRequestProgramResponseConfiguration;Konfiguration für Antwort anfordern
1;lbl$ffworkbench$cfgName$DNCMachineDatabaseParameterConfiguration;Datenbankparameter
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerDefault;Filehandler (auf dateibasis)
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerDefaultDownloadDirectory;Downloadpfad der Elemente
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerDefaultUploadDirectory;Uploadpfad der Elemente
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerDefaultRequestDirectory;Pfad für Bestellprogramme
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerDefaultRequestFileName;Name der Bestellprogrammdatei
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerDefaultServerName;Netzwerkname des Servers
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerDefaultUserName;Benutzername für Login
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerDefaultPassword;Passwort des Benutzers
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerDefaultFileInterfaceDownloadList;Pfaderweiterungen beim Download
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerDefaultFileInterfaceDownload;Pfaderweiterung
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerDefaultFileInterfaceUploadList;Pfaderweiterungen beim Upload
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerDefaultFileInterfaceUpload;Pfaderweiterung
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerDefaultFileInterfaceMnemonic;Mnemonic der Datei
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerDefaultFileInterfaceDirectory;Pfaderweiterung zu Mnemonic
1;msg$ffworkbench$cfgDocumentation$DNCMachineFileHandlerDefaultServerName;Der Netzwerkname wird nur dann benötigt, wenn eine Authorisierung mit Benutzername und Passwort genutzt wird. Andernfalls kann dieses Feld leer bleiben.
1;msg$ffworkbench$cfgDocumentation$DNCMachineFileHandlerDefaultUserName;Benutzername wird nur benötigt, wenn der Benutzer unter dem FF DNC ausgeführt wird keine Berechtigung hat auf den Netzwerkordner zuzugreifen.
1;msg$ffworkbench$cfgDocumentation$DNCMachineFileHandlerDefaultPassword;Wird nur benötigt, wenn ein Benutzername angegeben wurde. Leere Passwörter sind nicht erlaubt!
1;msg$ffworkbench$cfgDocumentation$DNCMachineFileHandlerDefaultFileDirectoryExtension;Pfadangaben können auch elementspezifische Informationen aus der Datenbank enthalten. Diese könne über '{tabelle.spalte}' als Platzhalter eingefügt werden. Verfügbare Tabellen sind: element, packet, material und type.
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServer;FileHandlerServer
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerServerIp;IP-Adresse des FileHandlerServers
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerServerPort;Port des FileHandlerServers
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerDownloadDirectory;Downloadpfad der Elemente
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerTempDirectory;Pfad für temporäre Dateien
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerUploadDirectory;Uploadpfad der Elemente
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerRequestDirectory;Pfad für Bestellprogramme
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerRequestFileName;Name der Bestellprogrammdatei
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerServerName;Netzwerkname des Servers
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerCopyWithExtension;Mit Dateiendung kopieren?
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerUserName;Benutzername für Login
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerPassword;Passwort des Benutzers
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerFileInterfaceDownloadList;Pfaderweiterungen beim Download
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerFileInterfaceDownload;Pfaderweiterung
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerFileInterfaceUploadList;Pfaderweiterungen beim Upload
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerFileInterfaceUpload;Pfaderweiterung
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerFileInterfaceMnemonic;Mnemonic der Datei
1;lbl$ffworkbench$cfgName$DNCMachineFileHandlerServerFileInterfaceDirectory;Pfaderweiterung zu Mnemonic
1;lbl$ffworkbench$cfgName$DNCMachineComPortServer;ComPortServer (TCP -> COM-Umsetzung)
1;lbl$ffworkbench$cfgName$DNCMachineComPortServerServerIp;IP-Adresse des Servers
1;lbl$ffworkbench$cfgName$DNCMachineComPortServerServerPort;Port des Servers
1;lbl$ffworkbench$cfgName$DNCMachineComPortServerComPortName;Lokaler COM-Port
1;msg$ffworkbench$cfgDocumentation$DNCMachineComPortServer;Der ComPortServer ermöglicht eine Umsetzung von TCP/IP auf eine oder mehrere lokale serielle Schnittstellen einer Windows-Maschine.
1;lbl$ffworkbench$cfgName$DNCMachineFTPConnector;FTP-Plugin
1;lbl$ffworkbench$cfgName$DNCMachineFTPConnectorFtpPort;Port des FTP-Server
1;lbl$ffworkbench$cfgName$DNCMachineFTPConnectorLocalPort;Lokaler Port
1;lbl$ffworkbench$cfgName$DNCMachineFTPConnectorServerAddress;Netzwerkadresse des Servers
1;msg$ffworkbench$cfgDocumentation$DNCMachineFTPConnector;Das Plugin bietet die Möglichkeit mit einem FTP-Server zu kommunizieren.
1;msg$ffworkbench$cfgDocumentation$DNCMachineFTPConnectorServerAddress;IP-Adresse des FTP-Servers. Hier wird eine vollständige IP-Adresse benötigt!
1;lbl$ffworkbench$cfgName$DNCMachineSerialMoxa;MOXA-Plugin
1;lbl$ffworkbench$cfgName$DNCMachineSerialMoxaServerIp;IP-Adresse der MOXA-Box
1;lbl$ffworkbench$cfgName$DNCMachineSerialMoxaPortIndex;Port-Index der MOXA-Box
1;lbl$ffworkbench$cfgName$DNCMachineSerialMoxaConnectTimeout;Timeout für den Verbindungsaufbau
1;msg$ffworkbench$cfgDocumentation$DNCMachineSerialMoxaConnectTimeout;Der Timeout sollte im Bereich von 5000ms liegen. Darunter kann es dazu kommen, dass die Verbindung zur MOXA-Box nicht aufgebaut werden kann.
1;lbl$ffworkbench$cfgName$DNCMachineSerialWuT;WuT-Plugin
1;lbl$ffworkbench$cfgName$DNCMachineSerialWuTServerIp;IP-Adresse der WuT-Box
1;lbl$ffworkbench$cfgName$DNCMachineSerialWuTPortNumber;Portnummer der WuT-Box
1;lbl$ffworkbench$cfgName$DNCMachineSerialWuTPassword;Passwort der WuT-Box
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterface;Allgemeine serielle Konfiguration
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceBaudrate;Baudrate
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceDataBits;Datenbits
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceStopBits;Stopbits
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceParity;Parität
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceParityNone;Keine
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceParityOdd;Ungerade
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceParityEven;Gerade
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceParityMark;Mark
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceParitySpace;Space
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceFlowControl;Handshake-Methode
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceFlowControlNone;Keine
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceFlowControlRtsCts;RTS/CTS
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceFlowControlXonXoff;XON/XOFF
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceSendTimeOut;Sendetimeout
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceReceiveTimeout;Empfangstimeout
1;msg$ffworkbench$cfgDocumentation$DNCMachineSerialInterfaceTimeout;Ein Timeout beudetet in diesem Fall, nach welcher Zeitspanne (in ms) der angestoßene Vorgang abgebrochen wird, wenn keine Daten gesendet oder empfangen werden. Dies ist dabei unabhängig vom aktuellen Übertragungsstand!
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransfer;Erweiterte serielle Konfiguration
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransferUplCfg;Uploadkonfiguration
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransferUplNca2PcCountMax;Timeout zwischen zwei Lesezyklen
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransferUplUseXon;XON-Symbol Aktivieren/Deaktivieren
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransferUplXonTimeout;XON-Symbol Timeout
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransferUplXonSymbol;XON-Symbol
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransferUplEndSymbol;Endesymbol für Upload
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransferUplEndSymbolAdd;Endesymbol anhängen aktivieren/deaktivieren
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransferUplStartSymbol;Startsymbol für Upload
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransferUplNewLineSymbol;Zeichen für neue Zeile
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransferSaveControlChars;Speichern der Steuerzeichen
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransferDwnCfg;Downloadkonfiguration
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransferDwnStartSymbol;Startsymbol für Download
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransferDwnEndSymbol;Endesymbol für Download
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransferDwnNewLine;Zeichenkette für neue Zeile
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransferDwnPrefix;Vorspann für Download
1;lbl$ffworkbench$cfgName$DNCMachineSerialTransferDwnTrailer;Nachspann für Download
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceDwnTransferType;Übertragungsart beim Download
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceDwnTransferTypePackage;Package
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceDwnTransferTypeLine;Line
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceDwnTransferTypeChar;Char
1;lbl$ffworkbench$cfgName$DNCMachineSerialInterfaceDwnDelay;Verzögerung beim Download
1;msg$ffworkbench$cfgDocumentation$DNCMachineSerialInterfaceDwnTransferType;Auswahl der Download-Art bei der Übertragung zwischen dem ComPortServer und der seriellen Schnittstelle. Man unterscheidet hierbei die Write-Methode und die Anzahl der zu schreibenden Chars. Nach jedem Write wird eine Verzögerung eingebaut wenn ein Delay eingetragen ist. Package: Ganzes Packet wird schrieben. Line: Jede Zeile wird separat geschrieben. Char: Jedes Char wird separat geschrieben
1;msg$ffworkbench$cfgDocumentation$DNCMachineSerialInterfaceDwnDelay;Verzögert die Übertragung nach jedem Write des ComPortServers auf die Serielle Schnittstelle. Angaben sind in Mirkosekunden.
1;msg$ffworkbench$cfgDocumentation$DNCMachineSerialTransferUplNca2PcCountMax;Wird nur für die Bestellprogrammverarbeitung benötigt. Andernfalls kann dieser Parameter leer sein.
1;msg$ffworkbench$cfgDocumentation$DNCMachineSerialTransferControlCharInfo;Um ein Steuerzeichen anzugeben kann dessen ASCII-Wert mit einer vorangestellten # angegeben werden. Beispiel: ASCII-Code 10 --> '#10'
1;lbl$ffworkbench$cfgName$DNCMachineDatabaseConfiguration;Konfiguration der Datenbankparameter
1;lbl$ffworkbench$cfgName$DNCMachineDatabaseConfigurationNewElementStatus;Elementstatus bei der Rückübertragung
1;lbl$ffworkbench$cfgName$DNCMachineDatabaseConfigurationNewElementSource;Elementsource bei der Rückübertragung
1;lbl$ffworkbench$cfgName$DNCMachineDatabaseConfigurationNewElementType;Elementtyp bei der Rückübertragung
1;lbl$ffworkbench$cfgName$DNCMachineDatabaseConfigurationIncrementVersion;Version inkrementieren
1;lbl$ffworkbench$cfgName$DNCMachineDatabaseConfigurationUploadPacketName;Elementupload Packet
1;lbl$ffworkbench$cfgName$DNCMachineDatabaseConfigurationKeepCreator;Paketersteller beibehalten
1;msg$ffworkbench$cfgDocumentation$DNCMachineDatabaseConfiguration;Konfiguration der Datenbankparameter für das Speichern neuer empfangener Elemente in der Datenbank.
1;msg$ffworkbench$cfgDocumentation$DNCMachineDatabaseConfigurationNewElementStatus;FDMStatus, den ein Element annimmt, wenn es neu in die Datenbank eingelagert wird.
1;msg$ffworkbench$cfgDocumentation$DNCMachineDatabaseConfigurationNewElementSource;Source die einem Element zugewiesen wird, wenn es neu in die Datenbank eingelagert wird.
1;msg$ffworkbench$cfgDocumentation$DNCMachineDatabaseConfigurationNewElementType;Typ eines Elements, wenn es neu in die Datenbank eingelagert wird.
1;lbl$ffworkbench$cfgName$DNCMachineRequestConfiguration;Bestellprogrammkonfiguration
1;lbl$ffworkbench$cfgName$DNCMachineRequestConfigurationMachineType;Art der Maschine
1;lbl$ffworkbench$cfgName$DNCMachineRequestConfigurationMachineTypeStandard;Standard
1;lbl$ffworkbench$cfgName$DNCMachineRequestConfigurationMaxLinesToRead;Maximale Anzahl zu lesender Zeilen
1;lbl$ffworkbench$cfgName$DNCMachineRequestConfigurationRequestFileVariableList;Bestellprogrammvariablen
1;lbl$ffworkbench$cfgName$DNCMachineRequestConfigurationRequestFileVariable;Bestellprogrammvariable
1;lbl$ffworkbench$cfgName$DNCMachineRequestConfigurationRequestFileVariableVariableName;Name der Variable
1;lbl$ffworkbench$cfgName$DNCMachineRequestConfigurationRequestFileVariableLineFirst;Anfangszeile
1;lbl$ffworkbench$cfgName$DNCMachineRequestConfigurationRequestFileVariableLineLast;Endzeile
1;lbl$ffworkbench$cfgName$DNCMachineRequestConfigurationRequestFileVariableRegEx;Regulärer Ausdruck
1;msg$ffworkbench$cfgDocumentation$DNCMachineRequestConfigurationRequestFileVariableList;Liste der Bestellprogrammvariablen, die aus der Bestellprogrammdatei extrahiert werden sollen. Diese werden benötigt um die zu sendenden Elemente in der Datenbank zu identifizieren.
1;msg$ffworkbench$cfgDocumentation$DNCMachineRequestConfigurationRequestFileVariable;Konfiguration einer Bestellprogrammvariablen zur Extraktion der Daten aus dem Bestellprogramm.
1;msg$ffworkbench$cfgDocumentation$DNCMachineRequestConfigurationRequestFileVariableLineFirst;Erste Zeile ab der nach der Variablen im Bestellprogramm gesucht werden soll.
1;msg$ffworkbench$cfgDocumentation$DNCMachineRequestConfigurationRequestFileVariableLineLast;Maximale Zeile bis zu der inklusive nach der Variablen im Bestellprogramm gesucht werden soll.
1;msg$ffworkbench$cfgDocumentation$DNCMachineRequestConfigurationRequestFileVariableRegEx;Regulärer Ausdruck zur Extraktion einer Variablen aus einer Zeile eines Bestellprogramms.
1;lbl$ffworkbench$cfgName$DNCMachineRequestResponseConfiguration;Fehlerhafte Bestellprogrammverarbeitung
1;lbl$ffworkbench$cfgName$DNCMachineRequestResponseConfigurationRequestProgramResponseName;Name der Antwortdatei
1;lbl$ffworkbench$cfgName$DNCMachineRequestResponseConfigurationRequestTemplateString;Template der Antwortdatei
1;lbl$ffworkbench$cfgName$DNCMachineRequestResponseConfigurationVariableList;Liste der Platzhalter
1;lbl$ffworkbench$cfgName$DNCMachineRequestResponseConfigurationVariable;Konfiguration eines Platzhalters
1;lbl$ffworkbench$cfgName$DNCMachineRequestResponseConfigurationVariableVariableType;Art des Platzhalters
1;lbl$ffworkbench$cfgName$DNCMachineRequestResponseConfigurationVariableVariableName;Platzhalter im Template
1;msg$ffworkbench$cfgDocumentation$DNCMachineRequestResponseConfiguration;Tritt ein Fehler bei der Verarbeitung eines Bestellprogramms auf, wird eine Antwortdatei an die Maschine gesendet. Diese kann hier konfiguriert werden.
1;msg$ffworkbench$cfgDocumentation$DNCMachineRequestResponseConfigurationTemplateString;Das Template kann Platzhalter für Variablen enthalten, die dann durch FF DNC mit aktuellen Informationen gefüllt werden. Diese Platzhalter können mit {VARIABLE} angegeben werden.
1;lbl$ffworkbench$cfgName$SoflexCfg;Soflex Konfiguration
1;lbl$ffworkbench$cfgName$SoflexCfgActivated;Soflex-Anbindung aktivieren
1;lbl$ffworkbench$cfgName$SoflexCfgLogLevel;LogLevel der Anwendung
1;lbl$ffworkbench$cfgName$SoflexCfgTimerDelay;Zykluszeit
1;lbl$ffworkbench$cfgName$SoflexCfgNcaDirectory;Archiv Filesystem
1;lbl$ffworkbench$cfgName$SoflexCfgNcaDirectoryUser;Benutzer für Filesystem
1;lbl$ffworkbench$cfgName$SoflexCfgNcaDirectoryPassword;Password für Filesystem
1;lbl$ffworkbench$cfgName$SoflexCfgProgramInfoDataExt;PID Endung
1;lbl$ffworkbench$cfgName$SoflexCfgAnswerDeleteFlag;Löschflag Antworttelegram
1;lbl$ffworkbench$cfgName$SoflexCfgNcpPatch;NCP-Pfad
1;lbl$ffworkbench$cfgName$SoflexCfgTempRespExtPid;Temp. PID Endung
1;lbl$ffworkbench$cfgName$SoflexCfgTempRespExtTelegram;Temp. Telegram Endung
1;lbl$ffworkbench$cfgName$SoflexCfgTempRespExtData;Temp. NC Endung
1;lbl$ffworkbench$cfgName$SoflexCfgMainProgramType;Typ Hauptprogramm
1;lbl$ffworkbench$cfgName$SoflexCfgSubProgramType;Typ Unterprogramm
1;lbl$ffworkbench$cfgName$SoflexCfgVelProgramType;Typ VEL
1;lbl$ffworkbench$cfgName$SoflexCfgWelProgramType;Typ WEl
1;lbl$ffworkbench$cfgName$SoflexCfgGrafic1Type;Typ Grafic1
1;lbl$ffworkbench$cfgName$SoflexCfgGrafic2Type;Typ Grafic2
1;lbl$ffworkbench$cfgName$SoflexCfgGrafic3Type;Typ Grafic3
1;lbl$ffworkbench$cfgName$SoflexCfgGrafic4Type;Typ Grafic4
1;lbl$ffworkbench$cfgName$SoflexCfgGrafic1Ext;Ext Grafic1
1;lbl$ffworkbench$cfgName$SoflexCfgGrafic2Ext;Ext Grafic2
1;lbl$ffworkbench$cfgName$SoflexCfgGrafic3Ext;Ext Grafic3
1;lbl$ffworkbench$cfgName$SoflexCfgGrafic4Ext;Ext Grafic4
1;lbl$ffworkbench$cfgName$SoflexCfgIdentifierUserField;Userfeld (1-50)
1;lbl$ffworkbench$cfgName$SoflexCfgIdentifierString;Eindeutigkeitsbegriff
1;lbl$ffworkbench$cfgName$SoflexCfgOutCfg;Exportkonfiguration
1;lbl$ffworkbench$cfgName$SoflexCfgOutCfgOutPath;Exportpfad
1;lbl$ffworkbench$cfgName$SoflexCfgOutCfgOutNcPath;Exportpfad NC-Elemente
1;lbl$ffworkbench$cfgName$SoflexCfgOutCfgOutTelegramName;Telegramname
1;lbl$ffworkbench$cfgName$SoflexCfgOutCfgOutTelegramExt;Telegramendung
1;lbl$ffworkbench$cfgName$SoflexCfgOutCfgOutArchivNumberLength;Länge SOFLEX-PCS
1;lbl$ffworkbench$cfgName$SoflexCfgOutCfgOutPathFileNameLength;Länge Pfad + Dateiname
1;lbl$ffworkbench$cfgName$SoflexCfgInCfg;Importkonfiguration
1;lbl$ffworkbench$cfgName$SoflexCfgInCfgInPath;Importpfad
1;lbl$ffworkbench$cfgName$SoflexCfgInCfgInNcPath;Importpfad NC-Elemente
1;lbl$ffworkbench$cfgName$SoflexCfgInCfgInTelegramName;Telegramname
1;lbl$ffworkbench$cfgName$SoflexCfgInCfgInTelrgramExt;Telegramendung
1;lbl$ffworkbench$cfgName$SoflexCfgInCfgInDeleteFlagLength;Länge Löschflag
1;lbl$ffworkbench$cfgName$SoflexCfgInCfgInPathFileNameLength;Länge Pfad + Dateiname
1;lbl$ffworkbench$cfgName$SoflexCfgWorkstation;Arbeitsplatz
1;lbl$ffworkbench$cfgName$WORKPLACE-PKEY_WorkplaceId;Arbeitsplatz (APL)
1;lbl$ffworkbench$cfgName$WORKPLACE-PKEY_Workplace2Id;Arbeitsplatz 2 (APL)
1;lbl$ffworkbench$cfgName$WORKPLACE-PKEY_Workplace3Id;Arbeitsplatz 3 (APL)
1;lbl$ffworkbench$cfgName$OPERATION-PKEY_OperationId;AVO (AVO)
1;lbl$ffworkbench$cfgName$OPERATION-PKEY_Operation2Id;AVO 2 (AVO)
1;lbl$ffworkbench$cfgName$OPERATION_PHASE-PKEY_OperationPhaseId;Phase (AVO)
1;lbl$ffworkbench$cfgName$PERSON-PKEY_PersonId;Person (PERS)
1;lbl$ffworkbench$cfgName$PERSON-PKEY_Person2Id;Person 2 (PERS)
1;lbl$ffworkbench$cfgName$PERSON-PKEY_Foreman;Vorarbeiter (PERS)
1;lbl$ffworkbench$cfgName$PERSON_STATUS-PKEY_PersonStatusId;Status Person (PERS STATUS)
1;lbl$ffworkbench$cfgName$PERSON_STATUS-PKEY_PersonStatus2Id;Status Person 2 (PERS STATUS)
1;lbl$ffworkbench$cfgName$EVERY-PKEY_ChangedObjectIdsViaSrvEvt;Geändertes Objekt (EVERY)
1;lbl$ffworkbench$cfgName$EVERY-PKEY_changedObjectName;Name geändertes Objekt (EVERY)
1;lbl$ffworkbench$cfgName$UNKNOWN-PKEY_checkresult;Prüfausdruck (UNKNOWN)
1;lbl$ffworkbench$cfgName$EVERY-PKEY_blockNumber;Blocknummer (EVERY)
1;lbl$ffworkbench$cfgName$EVERY-PKEY_blockDescription;Blockbeschreibung
1;lbl$ffworkbench$cfgName$EVERY-PKEY_componentBoxNumber;Komponentenboxnummer (EVERY)
1;lbl$ffworkbench$cfgName$EVERY-PKEY_auxiliaryValueMaps;Allgemeine Werte-Mappe (EVERY)
1;lbl$ffworkbench$cfgName$EVERY-PKEY_Input1Id;Eingabewert (EVERY)
